Year,Sport,ScramName,Class,Height,Weight
2009,Lacrosse,aaacefhhjlnnnoot,Jr.,72,185
2009,Lacrosse,aacefhjklrty,Jr.,75,195
2009,Lacrosse,aeeflorrxy,Jr.,72,180
2009,Lacrosse,acfhmsttu,Sr.,73,190
2009,Lacrosse,aeegnrsttu,Sr.,72,190
2009,Lacrosse,abbdeginnnors,Sr.,71,200
2009,Lacrosse,abgimnostt,So.,70,175
2009,Lacrosse,abdeffgiijmnnor,So.,68,175
2009,Lacrosse,aceeghimrrs,Jr.,76,205
2009,Lacrosse,ghiloprss,Fr.,73,190
2009,Lacrosse,eehjnnooprst,Fr.,73,185
2009,Lacrosse,aacehilllnopps,Jr.,73,180
2009,Lacrosse,acehiiillmnp,Fr.,72,175
2009,Lacrosse,aegghmnoorryy,So.,68,175
2009,Lacrosse,aaccccehiklmmmor,Fr.,69,180
2009,Lacrosse,aacceehllmnstv,Jr.,73,205
2009,Lacrosse,aeillmmrtt,So.,75,200
2009,Lacrosse,aacehilmprtt,So.,69,170
2009,Lacrosse,aadmmnorx,Sr.,73,200
2009,Lacrosse,aaeeiijlmrsvy,Fr.,69,170
2009,Lacrosse,adeegilnpprstu,Fr.,72,175
2009,Lacrosse,ciilllnost,So.,76,205
2009,Lacrosse,aceeeehilmnswy,So.,75,220
2009,Lacrosse,ciiknorsstu,Sr.,72,170
2009,Lacrosse,aabeklnrrwy,Fr.,77,220
2009,Lacrosse,aceeeglory,Fr.,69,180
2009,Lacrosse,bdiikllrryz,Fr.,72,183
2010,Lacrosse,aabcejkmors,Fr.,69,165
2010,Lacrosse,acfijmmrty,Fr.,72,185
2010,Lacrosse,ddeeemnoprrst,So.,71,190
2010,Lacrosse,aaaddeejlmpr,Fr.,76,200
2010,Lacrosse,aceeghimrrs,Sr.,76,205
2010,Lacrosse,adegillnnsvy,Fr.,69,185
2010,Lacrosse,acegijklnoos,Fr.,70,175
2010,Lacrosse,aaabdgmnnnnor,Fr.,74,175
2010,Lacrosse,aacchmnrrtyy,Fr.,72,190
2010,Lacrosse,aceejkmry,Fr.,74,195
2010,Lacrosse,aeffilmotx,Fr.,74,180
2010,Lacrosse,aeeloortx,Fr.,70,155
2010,Lacrosse,adeefhlnnnorrstu,Fr.,75,200
2010,Lacrosse,bdiikllrryz,So.,72,183
2011,Lacrosse,aeklnnoorsu,Sr.,71,175
2011,Lacrosse,abddeeirttv,Fr.,71,185
2011,Lacrosse,abceelllnu,Fr.,72,175
2011,Lacrosse,acfijmmrty,So.,72,185
2011,Lacrosse,adeeeeiiillmorrs,Fr.,72,180
2011,Lacrosse,acefhillnorty,Fr.,74,185
2011,Lacrosse,bdeffginor,Sr.,68,175
2011,Lacrosse,hjlntu,Fr.,72,205
2011,Lacrosse,eehjnnooprst,Jr.,73,185
2011,Lacrosse,aacchhkkrrruyyz,Fr.,72,195
2011,Lacrosse,acegijklnoos,So.,70,175
2011,Lacrosse,aegghmnory,Sr.,68,175
2011,Lacrosse,aaceeilnrt,Fr.,72,180
2011,Lacrosse,abbccdeeknoorr,Fr.,73,180
2011,Lacrosse,aadghijnnor,Fr.,71,185
2011,Lacrosse,aaaeeeehknprsss,Fr.,69,176
2011,Lacrosse,ciilllnost,Sr.,76,205
2011,Lacrosse,aehhnnnoorstt,Fr.,70,175
2011,Lacrosse,aaeejjkmnrsst,Fr.,67,160
2011,Lacrosse,aabeklnrrwy,Jr.,77,220
2011,Lacrosse,bdiikllrryz,Jr.,72,183
2012,Lacrosse,abehjmnoors,Jr.,69,165
2012,Lacrosse,abddeeirttv,So.,71,188
2012,Lacrosse,aabcccehiilmno,Fr.,70,160
2012,Lacrosse,abceelllnu,So.,72,185
2012,Lacrosse,aacehnrrs,Fr.,76,185
2012,Lacrosse,aacddeinorrw,Sr.,70,175
2012,Lacrosse,acfijmmrty,Jr.,72,190
2012,Lacrosse,adeeeeiiillmorrs,So.,72,180
2012,Lacrosse,acefhillnorty,So.,73,190
2012,Lacrosse,acgiiiklmnr,Fr.,73,195
2012,Lacrosse,ghiilopprss,Sr.,72,180
2012,Lacrosse,eehjnnooprst,Sr.,73,190
2012,Lacrosse,aaceeehiklmsy,Fr.,71,175
2012,Lacrosse,aacchhkkrrruyyz,So.,72,195
2012,Lacrosse,aaeehjlnnot,Fr.,69,160
2012,Lacrosse,adegillnnsvy,Jr.,70,185
2012,Lacrosse,acehiiillmnp,Sr.,72,180
2012,Lacrosse,acegijklnoos,Jr.,70,190
2012,Lacrosse,aacchmnrrtyy,Jr.,72,185
2012,Lacrosse,aaccccehiklmmmor,Sr.,69,170
2012,Lacrosse,cegjmnorvw,Fr.,73,180
2012,Lacrosse,aeffilmotx,Jr.,75,180
2012,Lacrosse,aaceeilnrt,So.,72,195
2012,Lacrosse,aeillnnorty,Fr.,73,185
2012,Lacrosse,abbccdeeknoorr,So.,73,190
2012,Lacrosse,aadeeelnoorrtx,Jr.,70,160
2012,Lacrosse,acehiilmnnqu,Fr.,74,190
2012,Lacrosse,aadghijnnor,So.,71,190
2012,Lacrosse,aaeeehjnnorst,Fr.,74,205
2012,Lacrosse,aaaeeeehknprsss,So.,69,175
2012,Lacrosse,abbeikmrsx,Fr.,73,195
2012,Lacrosse,adeegilnpprstu,Sr.,72,185
2012,Lacrosse,aehhnnnoorstt,So.,70,175
2012,Lacrosse,bdiikllrryz,Sr.,72,185
2013,Lacrosse,abceejknry,Fr.,74,180
2013,Lacrosse,abceeehilrrtt,Fr.,73,180
2013,Lacrosse,abddeeirttv,Jr.,71,188
2013,Lacrosse,aabceffiijlmst,Fr.,72,190
2013,Lacrosse,deghilnruy,Fr.,72,170
2013,Lacrosse,aceeghhiiknoprrstt,Fr.,73,205
2013,Lacrosse,aadefhjllnorsz,Fr.,69,170
2013,Lacrosse,aaaciimmnrty,Fr.,73,175
2013,Lacrosse,aabinprrtt,Fr.,68,170
2013,Lacrosse,ccehnoorrs,Fr.,75,215
2013,Lacrosse,acchnnooorty,Fr.,70,180
2013,Lacrosse,accinoorstu,Fr.,70,170
2013,Lacrosse,cceiorstt,Fr.,71,185
2014,Lacrosse,aaeijlnosss,Fr.,72,180
2014,Lacrosse,adffhhilpru,Fr.,68,150
2014,Lacrosse,eejnnoosw,Fr.,73,180
2014,Lacrosse,aeiklllmy,Fr.,75,195
2014,Lacrosse,acceikmnoor,Fr.,73,205
2014,Lacrosse,aeehmnoprty,Fr.,67,170
2014,Lacrosse,aacdeimnqruy,Fr.,76,210
2014,Lacrosse,adeelmnryy,Fr.,73,175
2014,Lacrosse,'cejnnooorrry,Fr.,74,190
2014,Lacrosse,acehiilmnnqu,Jr.,74,190
2014,Lacrosse,beeeenrsv,Fr.,74,180
2014,Lacrosse,biillnnoorsw,Fr.,71,185
2014,Lacrosse,aeelnrrrtwy,Fr.,71,185
2015,Lacrosse,abbeeiilnrsttuu,Fr.,72,180
2015,Lacrosse,aabcccehiilmno,Sr.,70,160
2015,Lacrosse,accehnorty,Fr.,72,195
2015,Lacrosse,adegghiijlnnos,Fr.,73,205
2015,Lacrosse,aadhmnorstu,Fr.,76,195
2015,Lacrosse,deforstt,Fr.,70,180
2015,Lacrosse,aadefhjllnorsz,Jr.,69,185
2015,Lacrosse,aabcdeeikmnnr,Fr.,74,200
2015,Lacrosse,beemnooorrty,Fr.,76,195
2015,Lacrosse,aadgllopsuu,Fr.,73,215
2015,Lacrosse,aeehjopssss,Fr.,65,155
2015,Lacrosse,abdeennnoorry,Fr.,70,165
2015,Lacrosse,acghijkt,Fr.,70,180
2015,Lacrosse,acehiillnoosvy,Fr.,72,185
2016,Lacrosse,abcjknnoorstu,Fr.,73,185
2016,Lacrosse,bdilnoorswy,Fr.,75,250
2016,Lacrosse,accellorstu,Fr.,72,190
2016,Lacrosse,eeiillltwwz,Fr.,72,195
2016,Lacrosse,acijkllmnoorrs,Fr.,73,185
2016,Lacrosse,aabdinrrw,Fr.,71,170
2016,Lacrosse,aeiillmnrwz,Fr.,72,200
2016,Lacrosse,aiillllnsuvw,Fr.,72,195
2016,Lacrosse,ccehnoorrs,Sr.,75,215
2016,Lacrosse,cceilnnoortuy,Fr.,70,170
2016,Lacrosse,aadegmtttu,Fr.,73,220
2016,Lacrosse,aadehinnsy,Fr.,73,185
2016,Lacrosse,aaeilmsst,Fr.,70,172
2017,Lacrosse,abeiilnnrtv,Fy,71,185
2017,Lacrosse,affghiimnorst,Fy,73,210
2017,Lacrosse,eillnrwz,So.,72,200
2017,Lacrosse,aaddehlnnors,Fy,71,190
2017,Lacrosse,aacjkrrst,Fy,73,190
2017,Lacrosse,accdhhiklrsuz,Fy,71,175
2017,Lacrosse,acefhikrs,Fy,73,205
2017,Lacrosse,acchiinopprrst,Fy,73,200
2017,Lacrosse,aabceillrrw,Fy,72,200
2017,Lacrosse,cceilnnoortuy,So.,70,170
2017,Lacrosse,eeeillnrstvy,Fy,72,200
2017,Lacrosse,affgghiiinrrrty,Fy,70,170
2017,Lacrosse,ceiiklnovy,So,72,180
2017,Lacrosse,aaceijkmtt,Fy,72,185
2017,Lacrosse,abcceehhklsu,Fy,71,195
2003,Soccer,aabejlrsty,Sr.,68,145
2003,Soccer,aaaeiklmnsstt,So.,72,180
2003,Soccer,bchjkloos,Fr.,67,140
2003,Soccer,beggiooorrttuz,Fr.,72,161
2003,Soccer,abhknnnooorss,So.,71,160
2003,Soccer,bijnnorsttuu,Sr.,68,140
2003,Soccer,acegglnorrs,Fr.,73,185
2003,Soccer,aaaceeillnnrs,Sr.,74,185
2003,Soccer,cceeehkllnoprst,So.,69,165
2003,Soccer,aaddeelnrwy,Jr.,71,175
2003,Soccer,accfhiknnort,Fr.,71,160
2003,Soccer,aegghills,Fr.,70,150
2003,Soccer,effgghillnnooot,Sr.,77,195
2003,Soccer,aeeijkllmr,Fr.,73,195
2003,Soccer,aeimnorrrssyy,So.,68,152
2003,Soccer,aelmnnsux,Fr.,73,165
2003,Soccer,aciiilloopsu,So.,71,170
2003,Soccer,aabdlnorruyy,Jr.,71,155
2003,Soccer,adeegijnorrr,Fr.,71,175
2003,Soccer,abbeinorrrst,Sr.,73,165
2003,Soccer,aadeginoorrruz,Jr.,65,135
2003,Soccer,aeklnoru,Sr.,73,170
2003,Soccer,aceijkklnos,Jr.,72,185
2003,Soccer,aaeejmrssttw,Fr.,71,159
2003,Soccer,aeennostv,Fr.,70,155
2003,Soccer,aaaacilmmnorrtv,So.,68,160
2003,Soccer,cehillrssw,Sr.,72,175
2003,Soccer,adeiiilllmnsswy,Jr.,69,150
2004,Soccer,aacegijmrs,Fr.,69,165
2004,Soccer,eeeggiikrr,Fr.,74,180
2004,Soccer,acijkoortv,So.,73,180
2004,Soccer,aaemmnnttw,Fr.,68,150
2004,Soccer,adehllnwwyyy,Fr.,69,170
2005,Soccer,aaaefhilsx,Fr.,74,175
2005,Soccer,aabdegilnsv,Fr.,67,150
2005,Soccer,acjlnoors,Fr.,70,145
2005,Soccer,eeglrstuy,Fr.,67,145
2005,Soccer,aegiiklnsuxz,Fr.,73,180
2005,Soccer,aacjkkmnorssu,Fr.,69,165
2005,Soccer,aadeillmnor,Fr.,74,175
2005,Soccer,aaafiknprst,Fr.,71,175
2005,Soccer,adehmorsx,Fr.,72,175
2006,Soccer,acchiiklrstuv,Fr.,72,185
2006,Soccer,aaceglnosy,Fr.,68,140
2006,Soccer,aeeillmprtt,Jr.,72,175
2006,Soccer,eeiknoppv,Fr.,72,180
2006,Soccer,aabddjlnoorruy,Fr.,70,155
2006,Soccer,gijnnosstu,Fr.,67,140
2007,Soccer,acchiilmnnorst,Fr.,70,160
2007,Soccer,aaadeefhinnnrry,Fr.,74,165
2007,Soccer,ceeeimrry,Fr.,72,155
2007,Soccer,adeeelnoprst,Fr.,74,155
2007,Soccer,abdeorrs,Jr.,69,160
2007,Soccer,aaabeeinrrssst,Fr.,69,143
2007,Soccer,adehnnorsty,Fr.,70,150
2008,Soccer,abeeeikmnnsst,Freshman,69,165
2008,Soccer,acehkmstty,Freshman,74,190
2008,Soccer,cdeehinnnrs,Freshman,73,170
2008,Soccer,aacdilllmorsu,Freshman,74,185
2008,Soccer,aaabcdhhknrty,Freshman,73,185
2008,Soccer,aeehhjmnopss,Freshman,71,165
2008,Soccer,aeilmmss,Sophomore,67,150
2008,Soccer,aceehiillnr,Freshman,76,190
2008,Soccer,aacehiilprrs,Freshman,76,185
2008,Soccer,amopsst,Senior,71,145
2009,Soccer,abcmorrsstttu,Fr.,68,155
2009,Soccer,eeeiknnoprstv,Fr.,70,155
2009,Soccer,aafhknrsw,Fr.,72,170
2009,Soccer,aabbbhlmnoty,Fr.,77,195
2009,Soccer,aaciilmnt,Fr.,76,200
2009,Soccer,abilnortwy,Fr.,73,190
2009,Soccer,aadghiinrrtw,Fr.,67,145
2010,Soccer,aceiklnrs,Fr.,72,155
2010,Soccer,eefjnnorx,Fr.,72,175
2010,Soccer,abceejnooprst,Fr.,70,175
2010,Soccer,cceehkkorrtu,Fr.,70,155
2010,Soccer,aaceikmmnnrx,Fr.,70,145
2010,Soccer,abelmostz,Fr.,77,195
2010,Soccer,cdiiklnoswy,Fr.,73,170
2011,Soccer,abeeeilmprt,Fr.,67,145
2011,Soccer,abbeklnorw,Fr.,76,185
2011,Soccer,abccceehhlnnnorru,Fr.,74,170
2011,Soccer,aacehiikklmnv,Fr.,73,170
2011,Soccer,aceimmorx,Fr.,70,155
2012,Soccer,bdehiknot,Fr.,72,165
2012,Soccer,acegiklnrsuz,Fr.,70,155
2012,Soccer,deeeilorrtty,Fr.,71,160
2012,Soccer,aabeillnoopps,Fr.,75,200
2012,Soccer,ehiiilppppr,Fr.,75,170
2012,Soccer,aacehrrstvwyz,Fr.,68,150
2012,Soccer,aaciilmnt,Sr.,76,200
2012,Soccer,aceghimnrtw,Fr.,73,195
2013,Soccer,abceehhlnrrty,Fr.,68,150
2013,Soccer,abeeeilmprt,Jr.,67,145
2013,Soccer,abcmorrsstttu,Sr.,68,155
2013,Soccer,bdehiknot,So.,72,165
2013,Soccer,abbeklnorw,Jr.,76,190
2013,Soccer,ackmoox,Fr.,75,190
2013,Soccer,acegiklnrsuz,So.,70,155
2013,Soccer,deeeilorrtty,So.,71,160
2013,Soccer,aabeillnoopps,So.,75,200
2013,Soccer,aacdeefghkllnrrstuy,Fr.,70,165
2013,Soccer,eefjnnorx,Sr.,72,175
2013,Soccer,abceejnooprst,Sr.,70,175
2013,Soccer,acdeiikkmnorrz,Fr.,72,180
2013,Soccer,cceehkkorrtu,Sr.,70,155
2013,Soccer,abccceehhlnnnorru,Jr.,74,170
2013,Soccer,aaceikmmnnrx,Sr.,70,145
2013,Soccer,aacehiikklmnv,Jr.,73,170
2013,Soccer,eehimnossu,So.,74,175
2013,Soccer,ehiiilppppr,So.,75,170
2013,Soccer,aacehrrstvwyz,So.,68,150
2013,Soccer,aimnnoprssy,Fr.,72,175
2013,Soccer,aceghimnrtw,So.,73,195
2013,Soccer,cdiiklnoswy,Sr.,73,170
2013,Soccer,aaaailmntty,So.,69,160
2014,Soccer,adeilnosuw,Fr.,70,160
2014,Soccer,eeiiilllnos,Fr.,75,185
2014,Soccer,aacejlnosstu,Fr.,66,155
2014,Soccer,aaceehiiknnnr,Fr.,70,130
2014,Soccer,addeemtuyz,Fr.,74,190
2014,Soccer,eehillmort,Fr.,68,150
2014,Soccer,aejmnnoosstu,Fr.,69,155
2014,Soccer,ehjoosttt,Fr.,68,160
2014,Soccer,aaegllnnw,Fr.,70,160
2015,Soccer,aabeeeillmmnrrstty,Fr.,73,180
2015,Soccer,cdiknnoswy,Fr.,73,170
2015,Soccer,eeghiinnprstv,Fr.,73,195
2015,Soccer,aeegkklnyy,Fr.,71,160
2015,Soccer,abciklrsuy,Fr.,72,160
2015,Soccer,aacehijkkmnoss,Fr.,72,168
2015,Soccer,aeln,Fr.,69,155
2015,Soccer,adddeklnnnnooorswy,Jr.,74,170
2015,Soccer,aaccehimnorr,Fr.,73,175
2015,Soccer,abeiillmorrstw,Fr.,74,190
2015,Soccer,ceeehikpprss,Fr.,76,195
2015,Soccer,aceiillllsw,Fr.,74,170
2016,Soccer,beijlnostu,Fr.,70,166
2016,Soccer,eegilmstuuy,Fr.,68,146
2016,Soccer,aaemnortty,Fr.,72,155
2016,Soccer,eeillmnorsw,Fr.,75,175
2016,Soccer,aacdennorrtw,Fr.,73,170
2016,Soccer,aadddeeeknnnrswyy,Fr.,69,160
2016,Soccer,acddiklnosu,Fr.,73,175
2016,Soccer,aehijlmnnos,Fr.,73,167
2016,Soccer,aaaghmmrx,Fr.,70,160
2016,Soccer,abdeenorrtwy,Fr.,71,175
2017,Soccer,aeeillmnnosttw,Fy.,73,176
2017,Soccer,aacdjklnor,Fy.,72,175
2017,Soccer,adejlmpr,Fy.,70,175
2017,Soccer,aeffhikmnorrw,Fy.,72,180
2017,Soccer,addeelooquv,Fy.,72,170
2017,Soccer,aaaadehmmssttw,Fy.,74,180
2017,Soccer,aegikllnno,,NA,NA
