Year,Sport,ScramName,Class,Height,Weight
2008,Baseball,abeennnrrry,Freshman,71,180
2008,Baseball,aacdeijlost,Junior,74,190
2008,Baseball,aeeglmnort,Sophomore,69,170
2008,Baseball,acefhiinnnrrs,Junior,71,175
2008,Baseball,bbeegorrrrtu,Junior,79,220
2008,Baseball,abdejlnnnoorssy,Senior,75,200
2008,Baseball,aadeklmnorrw,Sophomore,75,215
2008,Baseball,ahkloorrsuy,Sophomore,72,160
2008,Baseball,ailllnnvyy,Sophomore,72,190
2008,Baseball,aadfgghlnnoorrrsstty,Junior,78,230
2008,Baseball,adgilptuw,Freshman,74,175
2008,Baseball,egglnorsy,Freshman,76,200
2008,Baseball,adeeegmny,Sophomore,73,190
2008,Baseball,eeehhilmnpsst,Junior,75,215
2008,Baseball,adeemnoorrw,Sophomore,74,205
2008,Baseball,aceehiillnr,Freshman,76,185
2008,Baseball,acdhimmsttt,Freshman,70,165
2008,Baseball,acefhnopprsst,Senior,74,190
2008,Baseball,cehilrstuz,Freshman,76,190
2008,Baseball,aehhimmstttw,Junior,74,208
2008,Baseball,aadeilnsstvy,Senior,70,190
2008,Baseball,aillnorstttw,Sophomore,76,195
2008,Baseball,ceeehinrsswy,Junior,74,205
2008,Baseball,abchklooostwyz,Freshman,69,175
2008,Baseball,achhilrssw,Senior,74,195
2008,Baseball,aeglnouxy,Sophomore,76,195
2009,Baseball,aeillrrsty,Junior,73,200
2009,Baseball,aceimqrssu,Freshman,67,150
2009,Baseball,acffhhjorss,Freshman,70,195
2009,Baseball,chiiiiknprssw,Freshman,71,170
2009,Baseball,aaaelmnnrvy,Freshman,75,160
2009,Baseball,'aceehhhiooprrrst,Freshman,75,195
2009,Baseball,abceeklnnor,Freshman,78,225
2009,Baseball,abhkoorrt,Junior,77,220
2009,Baseball,aadfgghlnnoorrrsstty,Senior,78,240
2010,Baseball,bcefilooorr,Freshman,72,170
2010,Baseball,aacceehillmmno,Freshman,78,210
2010,Baseball,aefiknnoorttuv,Freshman,75,190
2010,Baseball,aacehlnnos,Freshman,71,175
2010,Baseball,acddehiikvy,Freshman,76,215
2010,Baseball,abcehjnortu,Freshman,73,175
2011,Baseball,abbdeilnorrtw,Fr.,75,215
2011,Baseball,abceeegllmnpr,Fr.,74,180
2011,Baseball,ceehhiirs,Fr.,72,175
2011,Baseball,beehjnops,Fr.,73,195
2011,Baseball,abeijklnosu,Fr.,75,195
2011,Baseball,'aaeelnorty,Fr.,74,215
2011,Baseball,addiopstuv,Fr.,69,170
2012,Baseball,aaademnst,Fr.,69,165
2012,Baseball,accehkloors,So.,75,210
2012,Baseball,aachhilmnrs,Fr.,75,185
2012,Baseball,abelnnorstw,Fr.,71,175
2012,Baseball,acehimorsst,Fr.,77,220
2012,Baseball,'eillmnoot,Fr.,75,190
2012,Baseball,aeeejkmnoss,Jr.,73,165
2013,Baseball,bdeeknorrw,Fr.,71,165
2013,Baseball,acdefhnors,Fr.,75,215
2013,Baseball,aadeeehnrrrrw,Fr.,70,180
2013,Baseball,acceeehhllos,Fr.,75,195
2013,Baseball,aacccijklmnnos,Fr.,75,215
2013,Baseball,accddghillmouuv,Fr.,72,175
2013,Baseball,acdeehiklnrrrs,Fr.,70,190
2013,Baseball,aehhiinorrstw,Fr.,69,170
2014,Baseball,abceeinry,Jr.,75,190
2014,Baseball,abeloosx,Fr.,70,170
2014,Baseball,bcdeiikoorrtwz,Fr.,74,205
2014,Baseball,acdelnnrtuy,Fr.,75,190
2014,Baseball,aikkkmnoossuw,Fr.,74,200
2014,Baseball,ddmortuy,Fr.,75,185
2014,Baseball,cdeorsttw,Fr.,75,195
2014,Baseball,aeeiikklmpsy,Fr.,74,200
2015,Baseball,abeimoss,Fr.,73,215
2015,Baseball,adegimrtw,Fr.,70,170
2015,Baseball,deffgiinry,Fr.,73,210
2015,Baseball,efllmortu,Fr.,71,170
2015,Baseball,aaabikmmnrru,Fr.,71,170
2015,Baseball,ciloopstttz,Fr.,74,200
2015,Baseball,abeegnnnrwy,Fr.,75,190
2015,Baseball,aehiimmnnostw,Fr.,70,170
2016,Baseball,aehiimmnnostw,So.,70,165
2016,Baseball,adegimrtw,So.,70,160
2016,Baseball,aeeiikklmpsy,Jr.,74,215
2016,Baseball,aaaaddiikot,Fy.,68,155
2016,Baseball,aehhiinorrstw,Sr.,71,175
2016,Baseball,abeloosx,Jr.,70,175
2016,Baseball,aadeeehnrrrrw,Sr.,71,190
2016,Baseball,aabiinnorr,Fy.,76,205
2016,Baseball,acdeehiklnrrrs,Sr.,71,200
2016,Baseball,bbbcceeeory,Fy.,71,185
2016,Baseball,efllmortu,So.,71,175
2016,Baseball,aaabikmmnrru,So.,71,175
2016,Baseball,aeeegillrstx,Fy.,72,185
2016,Baseball,adefloprrssty,Fy.,74,185
2016,Baseball,acceeehhllos,Sr.,75,210
2016,Baseball,bcdeiikoorrtwz,Jr.,74,220
2016,Baseball,bdeeknorrw,Sr.,71,170
2016,Baseball,acdelnnrtuy,Jr.,75,205
2016,Baseball,aacccijklmnnos,Sr.,76,230
2016,Baseball,ddmortuy,Jr.,75,200
2016,Baseball,abeegnnnrwy,So.,75,220
2016,Baseball,aeghimopsst,Fy.,72,190
2016,Baseball,abeimoss,So.,73,200
2016,Baseball,deffgiinry,So.,74,220
2016,Baseball,aikkkmnoossuw,Jr.,74,215
2016,Baseball,ciloopstttz,So.,74,205
2016,Baseball,cdeorsttw,Jr.,75,195
2016,Baseball,aegijnrstu,Fy.,76,225
2003,Basketball,aaabiijmnoorsst,Fr.,79,225
2003,Basketball,aaddeghinnruw,Jr.,77,190
2003,Basketball,acdeffgilostt,Sr.,78,215
2003,Basketball,aaabeglmox,Jr.,72,185
2003,Basketball,beeegghjnorrs,So.,67,170
2003,Basketball,hhijllos,Jr.,79,225
2003,Basketball,aceeghhssuy,Fr.,78,195
2003,Basketball,aaaklmnps,Fr.,79,225
2003,Basketball,aeklmorttv,Jr.,78,215
2003,Basketball,acdiiikmmnnort,Jr.,82,240
2003,Basketball,affimmnott,Sr.,78,225
2003,Basketball,iijmnnosstu,Sr.,81,230
2003,Basketball,adeehprstuwx,So.,79,235
2003,Basketball,aeiilllptuv,Sr.,80,208
2003,Basketball,aaehjntuw,So.,78,230
2003,Basketball,aabiiilllmssw,Sr.,72,165
2004,Basketball,acefilort,Fr.,73,185
2004,Basketball,abceehllmos,Fr.,78,205
2004,Basketball,cehiklmnos,Fr.,78,205
2004,Basketball,aeklmtty,Fr.,83,240
2005,Basketball,acdehinrrssw,Fr.,69,155
2005,Basketball,abeeegginrrr,Fr.,73,180
2005,Basketball,imnoorrss,Fr.,79,225
2005,Basketball,aciiiknprstv,Fr.,79,210
2005,Basketball,deehitw,Fr.,75,190
2005,Basketball,adeiimnrttw,Fr.,79,195
2006,Basketball,adhijossv,Fr.,80,215
2006,Basketball,abdgijnnoors,Fr.,77,195
2006,Basketball,aellnnopsu,Fr.,82,230
2006,Basketball,aaeeilmprxz,Fr.,75,185
2007,Basketball,abeelloprrrstw,Fr.,72,185
2007,Basketball,addeefgilrrrtt,Fr.,81,235
2007,Basketball,aaaffiillmnrt,Fr.,75,180
2007,Basketball,aacdehilmnss,Fr.,79,230
2008,Basketball,adeehnnorrstt,Freshman,80,215
2008,Basketball,aabiknrtz,Freshman,76,190
2008,Basketball,aaegggmnnor,Freshman,82,240
2008,Basketball,abdennoorrs,Senior,75,205
2008,Basketball,eeegghiiillrtw,Freshman,76,194
2009,Basketball,adeehnnorrstt,So.,80,230
2009,Basketball,aacceeghilmr,Fr.,72,180
2009,Basketball,aaimmnrst,Fr.,75,195
2009,Basketball,aagimnnorstu,Fr.,71,185
2010,Basketball,abeilllrtttw,Fr.,78,200
2010,Basketball,aacflnooosst,Sr.,73,190
2010,Basketball,eeeggkllry,Fr.,80,215
2010,Basketball,abeeeeghiijkmrrrs,Fr.,81,235
2010,Basketball,acdeehijprrsst,Fr.,77,215
2010,Basketball,aaaaafhiiilss,Fr.,75,185
2011,Basketball,cdehiiikllllnsw,Fr.,83,225
2011,Basketball,aacimnnoortt,Fr.,79,215
2011,Basketball,adeeijnrruv,Fr.,76,175
2011,Basketball,abddehnnoorrrs,Fr.,78,230
2011,Basketball,ademnnostttw,Fr.,79,235
2012,Basketball,aaabdeghhiiklnqrt,Fr.,77,205
2012,Basketball,aacegjkmnotu,Fr.,72,170
2012,Basketball,aeijnrssstu,Fr.,80,205
2012,Basketball,cciiknortv,Fr.,77,205
2013,Basketball,aaghhiiklnq,So.,77,205
2013,Basketball,cdehiiikllllnsw,Jr.,83,225
2013,Basketball,aacimnnoortt,Jr.,79,215
2013,Basketball,aadehillnnorty,Fr.,78,190
2013,Basketball,ademnoswy,Fr.,81,230
2013,Basketball,adeeijnrruv,Jr.,76,185
2013,Basketball,aaddejrsw,Fr.,77,190
2013,Basketball,efjlorstw,Fr.,78,190
2013,Basketball,eeeggkllry,Jr.,80,215
2013,Basketball,abeeeeghiijkmrrrs,Sr.,82,240
2013,Basketball,aacegjkmnotu,So.,72,170
2013,Basketball,acdeehijprrsst,Sr.,77,210
2013,Basketball,aeijnrssstu,So.,80,205
2013,Basketball,abddehnnoorrrs,Jr.,78,240
2013,Basketball,ademnnostttw,Jr.,79,240
2013,Basketball,cciiknortv,So.,77,205
2014,Basketball,acdeeinnorrs,Fr.,79,215
2014,Basketball,ekmnoors,Fr.,82,240
2014,Basketball,aaaikmmnos,Fr.,73,185
2014,Basketball,adelllnnorssu,Fr.,74,180
2015,Basketball,aacdeellnopx,Fr,75,170
2015,Basketball,aeeegmnrtt,Fr,79,205
2015,Basketball,eegiiillnnr,Fr,78,200
2015,Basketball,ehillprsty,Fr,74,185
2015,Basketball,abdeekllnorsy,Fr,79,220
2015,Basketball,aahmnorsty,Fr,76,190
2016,Basketball,ceeimnoorr,Fr.,74,175
2016,Basketball,aaehnosty,Jr.,77,195
2016,Basketball,aaiiillmnsstuw,Fr.,80,235
2016,Basketball,abdejnnorrru,Fr.,81,205
2016,Basketball,eiimnoy,Fr.,78,200
2017,Basketball,aabbdegijlnno,Fy.,77,190
2017,Basketball,aaehnosty,Sr.,77,195
2017,Basketball,aaainrswz,Fy.,72,185
2017,Basketball,aaaaeejllmsu,Fy.,79,210
2017,Basketball,aaiklnnopstu,Fy.,82,220
2017,Basketball,aessttwyy,Fy.,80,220
2003,Football,aadeiknnrsw,So.,76,210
2003,Football,aaellnnry,Jr.,73,195
2003,Football,aacdhlmy,Sr.,76,230
2003,Football,aabeehkmrttw,So.,75,205
2003,Football,abeimrrttt,Sr.,74,255
2003,Football,abchirrrsy,Fr.,71,210
2003,Football,aabeeemnnrssstv,Fr.,76,300
2003,Football,abceejkms,Jr.,69,180
2003,Football,abehillnnnooty,Jr.,74,265
2003,Football,beginnnoor,Sr.,72,190
2003,Football,abdeeknnrr,So.,71,200
2003,Football,abdegiilllmottw,So.,75,200
2003,Football,bbeeginnru,Jr.,73,215
2003,Football,aabdmnorw,Jr.,72,225
2003,Football,abdeeknrruw,So.,71,190
2003,Football,abdeelnrrtuw,So.,70,170
2003,Football,abdemptuy,Sr.,66,170
2003,Football,abcceikllmnp,Jr.,74,275
2003,Football,aaacccdeeiklorr,Sr.,74,225
2003,Football,abceorrrrt,Jr.,67,190
2003,Football,aacemortttu,So.,69,211
2003,Football,chhjnnooooo,So.,74,200
2003,Football,aabcehiiinnnrrsst,Jr.,74,210
2003,Football,abcdegglry,Sr.,77,255
2003,Football,cijllnops,Sr.,74,185
2003,Football,cillnoorwy,Sr.,74,275
2003,Football,aacilnnovw,Sr.,74,210
2003,Football,aacgilorrty,Fr.,73,250
2003,Football,acdfnoorrstwy,Jr.,72,225
2003,Football,aciillmruwz,Jr.,74,260
2003,Football,acdehinrs,Fr.,75,280
2003,Football,abddeenor,Fr.,75,235
2003,Football,bcdehinnnorrswy,Fr.,73,190
2003,Football,aabbcdeeeffhinnrrty,Sr.,75,280
2003,Football,deeefiilmrrt,Fr.,75,230
2003,Football,aacdeehillmnuvy,So.,76,265
2003,Football,abcddehnnorsy,So.,76,230
2003,Football,beegimnort,Sr.,75,230
2003,Football,aeeehiiknstv,Sr.,70,180
2003,Football,aeeeehknnrrstt,Sr.,72,225
2003,Football,abddeeeghinnorrt,Fr.,76,210
2003,Football,aaeefhlrtxy,Jr.,74,225
2003,Football,ddeeeefiinorst,So.,74,200
2003,Football,aabeefrrrrt,Fr.,74,190
2003,Football,aceefimnnor,So.,78,270
2003,Football,aefhjlorsst,So.,73,235
2003,Football,acghirrsy,So.,73,215
2003,Football,aadhlmnnott,So.,74,225
2003,Football,aacdehimorr,Sr.,72,265
2003,Football,acehilorrs,Jr.,75,230
2003,Football,acdeeehhllnnry,So.,73,195
2003,Football,eeehnnorrssyy,Jr.,77,290
2003,Football,aeeghinnrrt,So.,75,220
2003,Football,beehiklmno,So.,71,180
2003,Football,adehjlorst,Fr.,76,275
2003,Football,aabciijllmosw,Sr.,71,200
2003,Football,deefjklrs,Jr.,65,160
2003,Football,aafhjkmnnou,So.,79,255
2003,Football,adeejknry,Fr.,77,290
2003,Football,agiknnry,Jr.,69,175
2003,Football,addiknovx,So.,69,195
2003,Football,aehjkklo,Sr.,76,305
2003,Football,aceijkmru,Fr.,75,285
2003,Football,aaklmnorrs,Fr.,73,173
2003,Football,aaeeilnrtw,Sr.,79,265
2003,Football,aaeiklmnstt,Jr.,75,270
2003,Football,adeelnrvwy,Jr.,75,240
2003,Football,eiijlmmswy,Fr.,76,185
2003,Football,abejlnoruyy,Fr.,74,250
2003,Football,eeiikllnnotttv,Fr.,69,175
2003,Football,aaacijmnnossu,So.,73,230
2003,Football,aaaklmnsstyz,Fr.,75,210
2003,Football,aeeekllmr,Sr.,74,220
2003,Football,accdehmrty,Fr.,76,250
2003,Football,acceellllmnrty,So.,75,235
2003,Football,ccchilmorrswy,Fr.,74,200
2003,Football,aaccdeeghiillmmn,So.,76,305
2003,Football,aaccdeehiilllmmn,Jr.,69,180
2003,Football,abcemnorw,Fr.,74,265
2003,Football,acceghiiilmmnty,Fr.,75,210
2003,Football,adeeillmrv,Fr.,75,230
2003,Football,effjmorz,Jr.,77,215
2003,Football,aammrrttuy,Fr.,73,205
2003,Football,eeggnorsw,Sr.,69,185
2003,Football,adeilnprw,So.,74,220
2003,Football,aadeikptt,Jr.,74,185
2003,Football,chhiippprss,So.,73,280
2003,Football,abhllmppru,Jr.,76,225
2003,Football,bcehlooprtu,Fr.,76,280
2003,Football,aadehlnprrw,So.,75,270
2003,Football,acehirtt,Sr.,74,225
2003,Football,adehjlmoorrs,Fr.,73,180
2003,Football,adegijnoorrsuz,Sr.,70,195
2003,Football,aaeijlnssssu,Sr.,71,220
2003,Football,acdhiknorsy,Jr.,74,265
2003,Football,dehjoorst,Fr.,72,180
2003,Football,aaahknpst,So.,77,225
2003,Football,dhimnost,Jr.,74,220
2003,Football,aaciikklnnos,Fr.,75,190
2003,Football,acdeejnnoprs,Fr.,67,160
2003,Football,abdeeehimnnnoprrs,Fr.,76,200
2003,Football,deemstt,Jr.,76,220
2003,Football,aadeillnnrsuvw,Jr.,73,195
2003,Football,bbeehssttwy,Fr.,73,220
2003,Football,aahilmoorrsty,So.,75,215
2003,Football,aeehnnortt,Jr.,73,215
2003,Football,aacgiimnoorst,So.,72,185
2003,Football,hjnooorstt,Jr.,70,170
2003,Football,eelllrstwy,So.,71,185
2003,Football,bceiiiklnnorsw,So.,75,265
2003,Football,aciilllortw,So.,74,215
2003,Football,billorsw,Jr.,72,200
2003,Football,acdehilmnooosw,Fr.,73,195
2003,Football,aeghhilrstwy,Fr.,76,195
2003,Football,cghhiirrstw,Fr.,74,190
2004,Football,bchjmnooos,Fr.,74,190
2004,Football,abcmmoostt,So.,71,205
2004,Football,aabcdellnrrtt,So.,74,265
2004,Football,adeikllmuv,Fr.,76,215
2004,Football,ccefijlloou,Fr.,70,215
2004,Football,abeegnrrry,Fr.,75,200
2004,Football,aeghilmorssu,Fr.,77,240
2004,Football,aadehijlmnort,Fr.,75,235
2004,Football,abehinrrrsu,Fr.,74,195
2004,Football,aabddehllnnorrt,Fr.,75,240
2004,Football,aaceehjmqsttuw,Fr.,73,185
2004,Football,aghjlnnnnooosst,Fr.,74,235
2004,Football,aaabiklllmn,Fr.,76,224
2004,Football,aeehiklmmnn,Fr.,74,240
2004,Football,aaadeilnnrwy,Fr.,71,180
2004,Football,accehikmnrtvy,Fr.,75,260
2004,Football,aceffjmnoo,Fr.,76,255
2004,Football,cemooorstt,Fr.,76,205
2004,Football,eeehmnoprsst,Fr.,74,240
2004,Football,aiikkmoprsttw,Fr.,72,215
2004,Football,aehlmmopsttu,Fr.,74,215
2004,Football,eikkoprrrt,Fr.,75,255
2004,Football,adehjlmoorrs,So.,73,200
2004,Football,aabbdelnnnoorrstt,Fr.,70,185
2004,Football,aceeefhhhlmnoprsst,Fr.,77,250
